time_s,time_diff,lat,lon,speed,roll,yaw,yaw_rad,yaw_unwrapped,yaw_rate,yaw_rate_deg,distance_m,total_distance
86.865424,0.5,36.9374949,35.5633228,0.07319896370172496,-0.11800000000000002,184.888,3.226904347427276,3.226904347427276,-0.0010471975511983091,-0.06000000000009806,0.0,0.0
86.865424,0.6,36.9374949,35.5633228,0.0488845326006412,-0.132,184.902,3.227148693522555,3.227148693522555,0.0024434609527901334,0.13999999999988955,0.0,0.0
86.865424,0.7,36.9374949,35.5633228,0.0462396644055843,-0.12400000000000003,184.914,3.2273581330327943,3.2273581330327943,0.0020943951023921774,0.11999999999994167,0.0,0.0
86.865424,0.8,36.937495,35.5633229,0.06621038466691968,-0.088,184.93200000000002,3.2276722922981538,3.2276722922981538,0.003141592653594924,0.18000000000029398,0.014234978631824852,0.014234978631824852
86.865424,0.9,36.937495,35.5633229,0.08300512135028837,-0.054000000000000006,184.958,3.228126077903672,3.228126077903672,0.004537856055182311,0.2599999999998312,0.0,0.014234978631824852
86.865424,1.0,36.9374951,35.5633228,0.0894634127616882,-0.046,184.978,3.228475143754071,3.228475143754071,0.0034906585039884428,0.1999999999999876,0.01423497917706064,0.02846995780888549
86.865424,1.1,36.9374951,35.5633228,0.10174255594611163,-0.041999999999999996,184.984,3.2285798635091907,3.2285798635091907,0.001047197551198308,0.060000000000097996,0.0,0.02846995780888549
86.865424,1.2,36.937495,35.5633227,0.10579990372061723,-0.032,185.024,3.2292779952099884,3.2292779952099884,0.006981317007976893,0.39999999999997565,0.014234979530045787,0.04270493733893128
86.865424,1.3,36.937495,35.5633227,0.08724166303873057,-0.048,185.096,3.230534632271424,3.230534632271424,0.012566370614357492,0.7199999999999037,0.0,0.04270493733893128
86.865424,1.4,36.937495,35.5633226,0.07620988190174097,-0.054000000000000006,185.166,3.23175636274782,3.23175636274782,0.012217304763959562,0.6999999999999573,0.008887716508994678,0.051592653847925954
86.865424,1.5,36.937495,35.5633226,0.0755145460367202,-0.033999999999999996,185.224,3.232768653713977,3.232768653713977,0.010122909661567361,0.5800000000000143,0.0,0.051592653847925954
86.865424,1.6,36.937495,35.5633227,0.07133892178535454,-0.024,185.274,3.233641318339974,3.233641318339974,0.008726646259971098,0.4999999999999685,0.008887716508994678,0.06048037035692063
86.865424,1.7,36.937495,35.5633227,0.07538509294390673,-0.038,185.302,3.2341300105305324,3.2341300105305324,0.004886921905584714,0.2800000000000339,0.0,0.06048037035692063
86.865424,1.8,36.9374949,35.5633228,0.0856571659445762,-0.04,185.326,3.2345488895510113,3.2345488895510113,0.004188790204788791,0.24000000000013755,0.014234978984810012,0.07471534934173064
86.865424,1.9,36.9374949,35.5633228,0.0884027794003486,-0.030000000000000006,185.342,3.2348281422313305,3.2348281422313305,0.002792526803192534,0.16000000000009204,0.0,0.07471534934173064
