timestamp(ms),ATT.Roll,GPS[0].Lat,GPS[0].Lng
1142305.827,24.41,398169952,301185594
1142405.827,24.78,398169942,301185313
1142505.827,26.8,398169942,301185313
1142605.827,29.03,398169958,301185045
1142705.827,28.51,398169958,301185045
1142805.827,25,398169992,301184791
1142905.827,22.41,398169992,301184791
1143005.827,18.66,398169992,301184791
1143105.827,16.41,398170041,301184552
1143205.827,14.55,398170100,301184320
1143305.827,14.66,398170100,301184320
1143405.827,12.26,398170163,301184094
1143505.827,8.91,398170163,301184094
1143605.827,4.65,398170231,301183873
1143705.827,2.04,398170231,301183873
1143805.827,0.13,398170303,301183656
1143905.827,-0.3,398170303,301183656
1144005.827,-0.88,398170303,301183656
1144105.827,-0.84,398170376,301183439
1144205.827,-0.6,398170452,301183217
1144305.827,0.10999999999999999,398170452,301183217
1144405.827,1.73,398170527,301182990
1144505.827,2.79,398170527,301182990
1144605.827,6.17,398170603,301182758
1144705.827,8.71,398170603,301182758
1144805.827,12.06,398170683,301182527
1144905.827,13.69,398170683,301182527
1145005.827,14.81,398170683,301182527
1145105.827,14.9,398170767,301182300
1145205.827,12.77,398170858,301182079
1145305.827,11.1,398170858,301182079
1145405.827,9.54,398170956,301181866
1145505.827,9.71,398170956,301181866
1145605.827,11.04,398171063,301181662
1145705.827,10.87,398171063,301181662
1145805.827,8.73,398171176,301181465
1145905.827,8.69,398171176,301181465
1146005.827,9.18,398171294,301181274
1146105.827,10.01,398171294,301181274
1146205.827,10.82,398171413,301181086
1146305.827,10.69,398171413,301181086
1146405.827,10.11,398171533,301180901
1146505.827,9.35,398171533,301180901
1146605.827,8.04,398171657,301180721
1146705.827,7.21,398171657,301180721
1146805.827,7.74,398171787,301180547
1146905.827,8.66,398171787,301180547
1147005.827,9.48,398171787,301180547
1147105.827,9.89,398171921,301180381
1147205.827,9.87,398172057,301180222
1147305.827,9.47,398172057,301180222
1147405.827,8.43,398172197,301180070
1147505.827,7.68,398172197,301180070
1147605.827,6.87,398172337,301179924
1147705.827,6.52,398172337,301179924
1147805.827,6.46,398172477,301179782
1147905.827,6.52,398172477,301179782
1148005.827,6.22,398172619,301179645
1148105.827,5.84,398172619,301179645
1148205.827,5.79,398172763,301179512
1148305.827,6.12,398172763,301179512
1148405.827,6.46,398172909,301179383
1148505.827,6.58,398172909,301179383
1148605.827,6.66,398173057,301179258
1148705.827,6.78,398173057,301179258
1148805.827,6.69,398173206,301179139
1148905.827,6.79,398173206,301179139
1149005.827,6.7,398173357,301179025
1149105.827,6.67,398173357,301179025
1149205.827,6.38,398173508,301178916
1149305.827,6.02,398173508,301178916
1149405.827,8.45,398173661,301178811
1149505.827,12.34,398173661,301178811
1149605.827,16.16,398173814,301178712
1149705.827,17.32,398173814,301178712
1149805.827,18.99,398173971,301178625
1149905.827,19.88,398173971,301178625
1150005.827,19.85,398173971,301178625
1150105.827,19.81,398174131,301178552
1150205.827,19.73,398174292,301178494
1150305.827,18.9,398174292,301178494
1150405.827,17.6,398174455,301178451
1150505.827,17.63,398174455,301178451
1150605.827,18.1,398174620,301178422
1150705.827,17.69,398174620,301178422
1150805.827,16.86,398174787,301178407
1150905.827,16.4,398174787,301178407
1151005.827,15.34,398174787,301178407
1151105.827,14.75,398174952,301178408
1151205.827,14.14,398175117,301178421
1151305.827,14.01,398175117,301178421
1151405.827,15.38,398175282,301178445
1151505.827,15.88,398175282,301178445
1151605.827,15.93,398175445,301178484
1151705.827,15.87,398175445,301178484
1151805.827,13.7,398175607,301178536
1151905.827,11.33,398175607,301178536
1152005.827,9.99,398175607,301178536
1152105.827,11.1,398175765,301178594
1152205.827,12.38,398175920,301178659
1152305.827,12.65,398175920,301178659
1152405.827,13.09,398176072,301178731
1152505.827,13.44,398176072,301178731
1152605.827,13.69,398176223,301178814
1152705.827,13.34,398176223,301178814
1152805.827,14.77,398176372,301178904
1152905.827,15.16,398176372,301178904
1153005.827,15.77,398176372,301178904
1153105.827,15.9,398176519,301179001
1153205.827,15.55,398176665,301179110
1153305.827,14.56,398176665,301179110
1153405.827,14.09,398176807,301179231
1153505.827,14.54,398176807,301179231
1153605.827,15.2,398176946,301179367
1153705.827,15.37,398176946,301179367
1153805.827,16.06,398177079,301179517
1153905.827,16.22,398177079,301179517
1154005.827,15.67,398177079,301179517
1154105.827,15.2,398177205,301179680
1154205.827,13.8,398177325,301179855
1154305.827,12.17,398177325,301179855
1154405.827,10.99,398177440,301180036
1154505.827,10.85,398177440,301180036
1154605.827,9.76,398177549,301180221
1154705.827,9.83,398177549,301180221
1154805.827,10.33,398177652,301180412
1154905.827,10.36,398177652,301180412
1155005.827,10.62,398177652,301180412
1155105.827,10.85,398177750,301180609
1155205.827,10.08,398177844,301180812
1155305.827,9.41,398177844,301180812
1155405.827,8.51,398177933,301181019
1155505.827,8.42,398177933,301181019
1155605.827,8.25,398178018,301181232
1155705.827,8.15,398178018,301181232
1155805.827,8.69,398178100,301181449
1155905.827,8.58,398178100,301181449
1156005.827,7.77,398178100,301181449
1156105.827,7.09,398178179,301181671
1156205.827,5.34,398178254,301181898
1156305.827,4.46,398178254,301181898
1156405.827,3.97,398178328,301182129
1156505.827,4.13,398178328,301182129
1156605.827,4.6,398178400,301182362
1156705.827,4.41,398178400,301182362
1156805.827,4.36,398178472,301182599
1156905.827,6.97,398178472,301182599
1157005.827,14.86,398178472,301182599
1157105.827,18.64,398178541,301182843
1157205.827,22.01,398178603,301183098
1157305.827,22.36,398178603,301183098
1157405.827,23.08,398178657,301183368
1157505.827,23.14,398178657,301183368
1157605.827,23.57,398178701,301183652
1157705.827,24.82,398178701,301183652
1157805.827,25.98,398178734,301183950
1157905.827,26.66,398178734,301183950
1158005.827,27.99,398178734,301183950
1158105.827,28.9,398178755,301184263
1158205.827,29.82,398178761,301184591
1158305.827,30.29,398178761,301184591
1158405.827,30.94,398178748,301184933
1158505.827,31.27,398178748,301184933
1158605.827,31.75,398178716,301185288
1158705.827,32.05,398178716,301185288
1158805.827,32.86,398178664,301185651
1158905.827,32.96,398178664,301185651
1159005.827,33.18,398178664,301185651
1159105.827,33.41,398178589,301186020
1159205.827,33.81,398178494,301186394
1159305.827,34.08,398178494,301186394
1159405.827,33.23,398178379,301186768
1159505.827,32.64,398178379,301186768
1159605.827,31.49,398178247,301187141
1159705.827,31.41,398178247,301187141
1159805.827,32.28,398178097,301187512
1159905.827,33.53,398178097,301187512
1160005.827,35.48,398178097,301187512
1160105.827,36.47,398177925,301187876
1160205.827,37,398177727,301188227
1160305.827,36.78,398177727,301188227
1160405.827,35.51,398177505,301188562
1160505.827,34.47,398177505,301188562
1160605.827,32.98,398177259,301188879
1160705.827,32.2,398177259,301188879
1160805.827,30.75,398176995,301189176
1160905.827,29.55,398176995,301189176
1161005.827,28.25,398176995,301189176
1161105.827,27.47,398176717,301189456
1161205.827,29.5,398176427,301189721
1161305.827,33.24,398176427,301189721
1161405.827,38.22,398176126,301189968
1161505.827,40.7,398176126,301189968
1161605.827,43.01,398175807,301190189
1161705.827,44.64,398175807,301190189
1161805.827,46.96,398175466,301190370
1161905.827,48.48,398175466,301190370
1162005.827,49.9,398175466,301190370
1162105.827,50.12,398175106,301190496
1162205.827,51.06,398174735,301190557
1162305.827,51.76,398174735,301190557
1162405.827,51.15,398174367,301190548
1162505.827,50.31,398174367,301190548
1162605.827,48.48,398174013,301190477
1162705.827,46.48,398174013,301190477
1162805.827,43.21,398173676,301190361
1162905.827,40.7,398173676,301190361
1163005.827,37.8,398173676,301190361
1163105.827,36.34,398173355,301190221
1163205.827,34.73,398173044,301190065
1163305.827,33.73,398173044,301190065
1163405.827,32.12,398172745,301189895
1163505.827,31.39,398172745,301189895
1163605.827,30.65,398172459,301189712
1163705.827,30.24,398172459,301189712
1163805.827,29.66,398172187,301189514
1163905.827,29.13,398172187,301189514
1164005.827,27.31,398172187,301189514
1164105.827,25.93,398171928,301189300
1164205.827,24.66,398171681,301189072
1164305.827,24.22,398171681,301189072
1164405.827,23.61,398171448,301188831
1164505.827,23.92,398171448,301188831
1164605.827,24.92,398171229,301188578
1164705.827,25.46,398171229,301188578
1164805.827,24.68,398171025,301188313
1164905.827,23.62,398171025,301188313
1165005.827,22.07,398171025,301188313
1165105.827,21.26,398170837,301188038
1165205.827,20.17,398170663,301187757
1165305.827,19.25,398170663,301187757
1165405.827,22.7,398170505,301187471
1165505.827,27.19,398170505,301187471
1165605.827,31.25,398170366,301187180
1165705.827,32.55,398170366,301187180
1165805.827,33.06,398170250,301186887
1165905.827,32.87,398170250,301186887
1166005.827,31.69,398170250,301186887
1166105.827,31.45,398170155,301186596
1166205.827,32.93,398170081,301186307
1166305.827,32.31,398170081,301186307
1166405.827,30.2,398170028,301186020
1166505.827,29.31,398170028,301186020
1166605.827,28.21,398169992,301185737
1166705.827,27.18,398169992,301185737
1166805.827,25.67,398169976,301185463
1166905.827,25.07,398169976,301185463
1167005.827,23.36,398169976,301185463
1167105.827,22.17,398169976,301185200
1167205.827,19.5,398169990,301184947
1167305.827,17.56,398169990,301184947
1167405.827,14.21,398170014,301184705
1167505.827,12.52,398170014,301184705
1167605.827,10.25,398170043,301184468
1167705.827,9.2,398170043,301184468
1167805.827,9.2,398170043,301184468
1167905.827,9.32,398170078,301184233
1168005.827,9.14,398170078,301184233
1168105.827,9.13,398170119,301184001
1168205.827,9.14,398170166,301183771
1168305.827,8.91,398170166,301183771
1168405.827,7.41,398170219,301183545
1168505.827,5.66,398170219,301183545
1168605.827,2.86,398170276,301183322
1168705.827,1.88,398170276,301183322
1168805.827,1.68,398170334,301183098
1168905.827,2.31,398170334,301183098
1169005.827,3.1,398170334,301183098
1169105.827,3.8,398170394,301182874
1169205.827,5.77,398170458,301182651
1169305.827,7.05,398170458,301182651
1169405.827,8.37,398170525,301182428
1169505.827,9,398170525,301182428
1169605.827,9.64,398170597,301182208
1169705.827,9.82,398170597,301182208
1169805.827,10.43,398170676,301181992
1169905.827,10.84,398170676,301181992
1170005.827,9.76,398170676,301181992
1170105.827,9.3,398170761,301181781
1170205.827,10.36,398170851,301181575
1170305.827,10.69,398170851,301181575
1170405.827,12.36,398170945,301181374
1170505.827,12.9,398170945,301181374
1170605.827,13.33,398171044,301181180
1170705.827,13.27,398171044,301181180
1170805.827,13.42,398171149,301180996
1170905.827,13.37,398171149,301180996
1171005.827,12.9,398171259,301180820
1171105.827,12.96,398171259,301180820
1171205.827,13.23,398171372,301180654
1171305.827,13.26,398171372,301180654
1171405.827,11.72,398171488,301180496
1171505.827,11.11,398171488,301180496
1171605.827,10.44,398171608,301180348
1171705.827,9.3,398171608,301180348
1171805.827,10.37,398171732,301180210
1171905.827,10,398171732,301180210
1172005.827,8.83,398171732,301180210
1172105.827,7.6,398171858,301180081
1172205.827,4.86,398171984,301179956
1172305.827,3.94,398171984,301179956
1172405.827,4.98,398172112,301179830
1172505.827,5.63,398172112,301179830
1172605.827,6.73,398172241,301179706
1172705.827,8.04,398172241,301179706
1172805.827,8,398172373,301179588
1172905.827,7.36,398172373,301179588
1173005.827,7.85,398172373,301179588
1173105.827,8.02,398172506,301179479
1173205.827,6.64,398172641,301179377
1173305.827,6.9,398172641,301179377
1173405.827,6.81,398172775,301179280
1173505.827,6.33,398172775,301179280
1173605.827,5.54,398172909,301179188
1173705.827,6.09,398172909,301179188
1173805.827,6.75,398173042,301179102
1173905.827,5.83,398173042,301179102
1174005.827,3.6,398173042,301179102
1174105.827,3.06,398173176,301179020
1174205.827,2.5,398173310,301178941
1174305.827,2.65,398173310,301178941
1174405.827,3.12,398173443,301178864
1174505.827,3.71,398173443,301178864
1174605.827,3.99,398173578,301178791
1174705.827,3.5,398173578,301178791
1174805.827,2.9,398173715,301178720
1174905.827,2.77,398173715,301178720
1175005.827,2.85,398173715,301178720
1175105.827,2.8,398173853,301178651
1175205.827,2.51,398173991,301178582
1175305.827,4.04,398173991,301178582
1175405.827,10,398174129,301178516
1175505.827,13.11,398174129,301178516
1175605.827,15.18,398174271,301178458
1175705.827,15.33,398174271,301178458
1175805.827,15.37,398174415,301178410
1175905.827,15.57,398174415,301178410
1176005.827,16.84,398174415,301178410
1176105.827,17.07,398174561,301178373
1176205.827,15.46,398174709,301178348
1176305.827,15.13,398174709,301178348
1176405.827,15.5,398174857,301178335
1176505.827,15.92,398174857,301178335
1176605.827,16.21,398175007,301178334
1176705.827,16.63,398175007,301178334
1176805.827,16.98,398175160,301178346
1176905.827,17.54,398175160,301178346
1177005.827,17.41,398175160,301178346
1177105.827,17.21,398175314,301178373
1177205.827,16.86,398175469,301178414
1177305.827,17.03,398175469,301178414
1177405.827,17.28,398175624,301178469
1177505.827,17.27,398175624,301178469
1177605.827,16.56,398175779,301178535
1177705.827,15.47,398175779,301178535
1177805.827,14.84,398175934,301178615
1177905.827,15.25,398175934,301178615
1178005.827,15.32,398175934,301178615
1178105.827,14.82,398176086,301178709
1178205.827,15.29,398176238,301178815
1178305.827,15.36,398176238,301178815
1178405.827,15.22,398176388,301178934
1178505.827,14.82,398176388,301178934
1178605.827,14.43,398176536,301179064
1178705.827,13.94,398176536,301179064
1178805.827,12.04,398176682,301179204
1178905.827,11.85,398176682,301179204
1179005.827,12.27,398176682,301179204
1179105.827,12.61,398176827,301179354
1179205.827,13.25,398176969,301179513
1179305.827,13.15,398176969,301179513
1179405.827,13,398177109,301179682
1179505.827,13.52,398177109,301179682
1179605.827,14.09,398177244,301179860
1179705.827,14.35,398177244,301179860
1179805.827,14.28,398177376,301180048
1179905.827,14.21,398177376,301180048
1180005.827,14.24,398177376,301180048
1180105.827,14.42,398177504,301180246
1180205.827,14.3,398177626,301180452
1180305.827,14.12,398177626,301180452
1180405.827,14.46,398177743,301180667
1180505.827,13.93,398177743,301180667
1180605.827,11.8,398177854,301180891
1180705.827,10.56,398177854,301180891
1180805.827,9.36,398177962,301181118
1180905.827,9.35,398177962,301181118
1181005.827,10.02,398177962,301181118
1181105.827,10.79,398178067,301181350
1181205.827,11.66,398178167,301181589
1181305.827,11.54,398178167,301181589
1181405.827,11.18,398178262,301181834
1181505.827,10.97,398178262,301181834
1181605.827,10.79,398178354,301182087
1181705.827,12.78,398178354,301182087
1181805.827,19.7,398178440,301182348
1181905.827,22.83,398178440,301182348
1182005.827,25.69,398178440,301182348
1182105.827,27.03,398178517,301182623
1182205.827,27.07,398178584,301182911
1182305.827,26.52,398178584,301182911
1182405.827,26.22,398178636,301183214
1182505.827,26.25,398178636,301183214
1182605.827,27.21,398178671,301183532
1182705.827,28.46,398178671,301183532
1182805.827,30.58,398178687,301183863
1182905.827,30.59,398178687,301183863
1183005.827,30.61,398178687,301183863
1183105.827,31.48,398178683,301184204
1183205.827,32,398178661,301184552
1183305.827,31.76,398178661,301184552
1183405.827,32.48,398178621,301184904
1183505.827,32.26,398178621,301184904
1183605.827,32.37,398178562,301185260
1183705.827,32.7,398178562,301185260
1183805.827,32.54,398178483,301185618
1183905.827,31.83,398178483,301185618
1184005.827,31.7,398178483,301185618
1184105.827,31.75,398178382,301185975
1184205.827,31.43,398178258,301186331
1184305.827,31.14,398178258,301186331
1184405.827,30.84,398178111,301186682
1184505.827,30.53,398178111,301186682
1184605.827,29.4,398177944,301187025
1184705.827,28.62,398177944,301187025
1184805.827,28.13,398177757,301187359
1184905.827,28.22,398177757,301187359
1185005.827,27.82,398177757,301187359
1185105.827,27.56,398177554,301187685
1185205.827,27.07,398177337,301188000
1185305.827,26.83,398177337,301188000
1185405.827,26.57,398177105,301188301
1185505.827,26.4,398177105,301188301
1185605.827,26.76,398176857,301188590
1185705.827,26.6,398176857,301188590
1185805.827,24.93,398176597,301188867
1185905.827,23.79,398176597,301188867
1186005.827,26.61,398176597,301188867
1186105.827,32.18,398176325,301189129
1186205.827,37.89,398176040,301189373
1186305.827,40.01,398176040,301189373
1186405.827,41.66,398175737,301189592
1186505.827,42.73,398175737,301189592
1186605.827,43.67,398175416,301189780
1186705.827,44.33,398175416,301189780
1186805.827,44.9,398175080,301189927
1186905.827,44.67,398175080,301189927
1187005.827,44.23,398175080,301189927
1187105.827,44.35,398174732,301190027
1187205.827,44.29,398174380,301190079
1187305.827,44.62,398174380,301190079
1187405.827,44.84,398174028,301190085
1187505.827,45.16,398174028,301190085
1187605.827,44.85,398173683,301190042
1187705.827,44.22,398173683,301190042
1187805.827,43.59,398173348,301189957
1187905.827,42.8,398173348,301189957
1188005.827,41.07,398173348,301189957
1188105.827,39.39,398173030,301189834
1188205.827,36.98,398172729,301189681
1188305.827,35.84,398172729,301189681
1188405.827,34,398172444,301189505
1188505.827,33.09,398172444,301189505
1188605.827,31.71,398172175,301189312
1188705.827,30.56,398172175,301189312
1188805.827,29.64,398171920,301189105
1188905.827,29.2,398171920,301189105
1189005.827,28.59,398171920,301189105
1189105.827,27.67,398171680,301188884
1189205.827,25.89,398171454,301188649
1189305.827,24.61,398171454,301188649
1189405.827,23.22,398171243,301188403
1189505.827,22.32,398171243,301188403
1189605.827,21.44,398171047,301188148
1189705.827,20.93,398171047,301188148
1189805.827,19.6,398170863,301187885
1189905.827,18.74,398170863,301187885
1190005.827,17.28,398170863,301187885
1190105.827,16.45,398170692,301187616
1190205.827,15.43,398170533,301187342
1190305.827,14.94,398170533,301187342
1190405.827,17.85,398170385,301187064
1190505.827,22.52,398170385,301187064
1190605.827,27.78,398170246,301186782
1190705.827,29.75,398170246,301186782
1190805.827,30.73,398170122,301186496
1190905.827,30.96,398170122,301186496
1191005.827,30.83,398170122,301186496
1191105.827,31.13,398170015,301186204
1191205.827,31.37,398169929,301185909
1191305.827,31.4,398169929,301185909
1191405.827,31.05,398169866,301185612
1191505.827,30.35,398169866,301185612
1191605.827,28.85,398169828,301185318
1191705.827,27.95,398169828,301185318
1191805.827,26.68,398169813,301185031
1191905.827,25.72,398169813,301185031
1192005.827,23.23,398169813,301185031
1192105.827,21.64,398169818,301184754
1192205.827,20.02,398169838,301184487
1192305.827,18.98,398169838,301184487
1192405.827,17.33,398169867,301184227
1192505.827,16.07,398169867,301184227
1192605.827,14.02,398169904,301183973
1192705.827,12.71,398169904,301183973
1192805.827,11.79,398169950,301183725
1192905.827,11.38,398169950,301183725
1193005.827,12.02,398169950,301183725
1193105.827,12.29,398170002,301183480
1193205.827,11.52,398170002,301183480
1193305.827,11.33,398170060,301183238
1193405.827,11.25,398170126,301183001
1193505.827,10.47,398170126,301183001
1193605.827,10.67,398170198,301182769
1193705.827,11.09,398170198,301182769
1193805.827,11.26,398170276,301182540
1193905.827,11.29,398170276,301182540
1194005.827,11.38,398170276,301182540
1194105.827,11.24,398170359,301182315
1194205.827,10.59,398170449,301182097
1194305.827,10.39,398170449,301182097
1194405.827,9.9,398170544,301181884
1194505.827,9.77,398170544,301181884
1194605.827,10.54,398170643,301181676
1194705.827,11.47,398170643,301181676
1194805.827,11.38,398170745,301181473
1194905.827,11.25,398170745,301181473
1195005.827,11.75,398170745,301181473
1195105.827,11.82,398170850,301181275
1195205.827,11.91,398170960,301181086
1195305.827,12.18,398170960,301181086
1195405.827,13.74,398171075,301180905
1195505.827,14.6,398171075,301180905
1195605.827,14.74,398171194,301180734
1195705.827,14.18,398171194,301180734
1195805.827,12.77,398171318,301180574
1195905.827,11.62,398171318,301180574
1196005.827,9.77,398171318,301180574
1196105.827,9.2,398171447,301180424
1196205.827,9.15,398171580,301180280
1196305.827,9.71,398171580,301180280
1196405.827,10.71,398171715,301180143
1196505.827,10.15,398171715,301180143
1196605.827,9.43,398171853,301180014
1196705.827,9.18,398171853,301180014
1196805.827,9.34,398171992,301179889
1196905.827,9.35,398171992,301179889
1197005.827,8.83,398171992,301179889
1197105.827,8.42,398172134,301179772
1197205.827,7.27,398172278,301179662
1197305.827,6.24,398172278,301179662
1197405.827,4.93,398172423,301179558
1197505.827,4.62,398172423,301179558
1197605.827,3.96,398172569,301179459
1197705.827,3.14,398172569,301179459
1197805.827,2.86,398172718,301179361
1197905.827,2.82,398172718,301179361
1198005.827,2.32,398172718,301179361
1198105.827,1.86,398172866,301179267
1198205.827,1.45,398173016,301179173
1198305.827,1.13,398173016,301179173
1198405.827,0.56,398173167,301179080
1198505.827,0.42,398173167,301179080
1198605.827,0.53,398173319,301178985
1198705.827,0.86,398173319,301178985
1198805.827,2.16,398173476,301178891
1198905.827,3.34,398173476,301178891
1199005.827,7.42,398173476,301178891
1199105.827,11.38,398173635,301178799
1199205.827,15.98,398173798,301178714
1199305.827,17.77,398173798,301178714
1199405.827,18.79,398173965,301178639
1199505.827,18.89,398173965,301178639
1199605.827,18.53,398174138,301178577
1199705.827,18.49,398174138,301178577
1199805.827,18.74,398174316,301178528
1199905.827,18.9,398174316,301178528
1200005.827,19.07,398174316,301178528
1200105.827,18.89,398174496,301178494
1200205.827,20.12,398174679,301178476
1200305.827,20.93,398174679,301178476
1200405.827,21.16,398174865,301178478
1200505.827,20.59,398174865,301178478
1200605.827,19.97,398175050,301178499
1200705.827,19.67,398175050,301178499
1200805.827,19.04,398175237,301178537
1200905.827,18.99,398175237,301178537
1201005.827,19.78,398175237,301178537
1201105.827,19.88,398175422,301178588
1201205.827,19.5,398175607,301178654
1201305.827,19.35,398175607,301178654
1201405.827,18.88,398175791,301178735
1201505.827,18.69,398175791,301178735
1201605.827,18.95,398175973,301178832
1201705.827,19,398175973,301178832
1201805.827,19.28,398176150,301178946
1201905.827,19.75,398176150,301178946
1202005.827,20.2,398176150,301178946
1202105.827,19.98,398176324,301179074
1202205.827,19.48,398176493,301179219
1202305.827,19.16,398176493,301179219
1202405.827,17.93,398176657,301179377
1202505.827,17.43,398176657,301179377
1202605.827,17.07,398176816,301179549
1202705.827,17.17,398176816,301179549
1202805.827,17.35,398176968,301179732
1202905.827,17.31,398176968,301179732
1203005.827,16.48,398176968,301179732
1203105.827,15.36,398177113,301179925
1203205.827,13.43,398177113,301179925
1203305.827,12.74,398177253,301180125
1203405.827,12.84,398177387,301180335
1203505.827,12.6,398177387,301180335
1203605.827,11.92,398177515,301180553
1203705.827,11.84,398177515,301180553
1203805.827,11.87,398177637,301180778
1203905.827,11.46,398177637,301180778
1204005.827,10.67,398177637,301180778
1204105.827,9.87,398177755,301181009
1204205.827,9.13,398177868,301181247
1204305.827,8.92,398177868,301181247
1204405.827,9.08,398177978,301181487
1204505.827,9.2,398177978,301181487
1204605.827,9.51,398178084,301181733
1204705.827,9.4,398178084,301181733
1204805.827,8.88,398178186,301181985
1204905.827,10.7,398178186,301181985
1205005.827,17.76,398178186,301181985
1205105.827,21.24,398178282,301182243
1205205.827,24.54,398178370,301182511
1205305.827,25.17,398178370,301182511
1205405.827,25.61,398178448,301182793
1205505.827,25.91,398178448,301182793
1205605.827,25.59,398178513,301183087
1205705.827,25.75,398178513,301183087
1205805.827,26.12,398178565,301183393
1205905.827,26.98,398178565,301183393
1206005.827,27.08,398178565,301183393
1206105.827,27.92,398178602,301183708
1206205.827,28.1,398178623,301184030
1206305.827,27.76,398178623,301184030
1206405.827,27.59,398178625,301184361
1206505.827,27.82,398178625,301184361
1206605.827,27.9,398178610,301184697
1206705.827,28.87,398178610,301184697
1206805.827,30.97,398178576,301185037
1206905.827,32.12,398178576,301185037
1207005.827,33.3,398178576,301185037
1207105.827,32.57,398178516,301185382
1207205.827,31.56,398178433,301185729
1207305.827,30.87,398178433,301185729
1207405.827,30.26,398178330,301186074
1207505.827,30.12,398178330,301186074
1207605.827,29.92,398178207,301186414
1207705.827,29.87,398178207,301186414
1207805.827,29.63,398178064,301186746
1207905.827,29.42,398178064,301186746
1208005.827,28.9,398178064,301186746
1208105.827,28.27,398177903,301187070
1208205.827,26.58,398177725,301187385
1208305.827,25.82,398177725,301187385
1208405.827,25.02,398177534,301187691
1208505.827,24.54,398177534,301187691
1208605.827,23.82,398177330,301187986
1208705.827,23.4,398177330,301187986
1208805.827,23.08,398177114,301188274
1208905.827,22.77,398177114,301188274
1209005.827,22.44,398177114,301188274
1209105.827,22.33,398176889,301188554
1209205.827,20.93,398176652,301188825
1209305.827,19.48,398176652,301188825
1209405.827,18.06,398176652,301188825
1209505.827,20.79,398176404,301189085
1209605.827,29.46,398176145,301189332
1209705.827,33.92,398176145,301189332
1209805.827,37.82,398175870,301189562
1209905.827,38.38,398175870,301189562
1210005.827,38.75,398175870,301189562
1210105.827,39.84,398175577,301189770
1210205.827,41.43,398175266,301189946
1210305.827,42.28,398175266,301189946
1210405.827,42.77,398174940,301190088
1210505.827,42.06,398174940,301190088
1210605.827,41.89,398174603,301190189
1210705.827,41.81,398174603,301190189
1210805.827,42.03,398174259,301190244
1210905.827,42.57,398174259,301190244
1211005.827,43.93,398174259,301190244
1211105.827,44.45,398173913,301190254
1211205.827,44.51,398173571,301190222
1211305.827,44.21,398173571,301190222
1211405.827,42.72,398173237,301190146
1211505.827,41.34,398173237,301190146
1211605.827,39.87,398172915,301190033
1211705.827,39.18,398172915,301190033
1211805.827,38.08,398172606,301189886
1211905.827,36.91,398172606,301189886
1212005.827,35.61,398172606,301189886
1212105.827,34.72,398172315,301189711
1212205.827,33.99,398172042,301189511
1212305.827,34.14,398172042,301189511
1212405.827,34.27,398171785,301189291
1212505.827,34.11,398171785,301189291
1212605.827,33.08,398171548,301189055
1212705.827,31.12,398171548,301189055
1212805.827,28.19,398171331,301188802
1212905.827,26.69,398171331,301188802
1213005.827,24.16,398171331,301188802
1213105.827,22.79,398171131,301188539
1213205.827,21.02,398170945,301188270
1213305.827,19.95,398170945,301188270
1213405.827,18.36,398170770,301187995
1213505.827,17.25,398170770,301187995
1213605.827,16.01,398170604,301187718
1213705.827,15.36,398170604,301187718
1213805.827,15.37,398170445,301187440
1213905.827,18.21,398170445,301187440
1214005.827,24.9,398170445,301187440
1214105.827,28.69,398170296,301187159
1214205.827,31.81,398170161,301186872
1214305.827,32.69,398170161,301186872
1214405.827,32.84,398170047,301186580
1214505.827,32.97,398170047,301186580
1214605.827,32.96,398169960,301186283
1214705.827,32.56,398169960,301186283
1214805.827,31.58,398169901,301185986
1214905.827,30.82,398169901,301185986
1215005.827,29.13,398169901,301185986
1215105.827,27.72,398169866,301185694
1215205.827,26.03,398169851,301185411
1215305.827,24.96,398169851,301185411
1215405.827,23.46,398169852,301185137
1215505.827,22.22,398169852,301185137
1215605.827,20.25,398169865,301184870
1215705.827,19.06,398169865,301184870
1215805.827,16.71,398169889,301184610
1215905.827,15.2,398169889,301184610
1216005.827,13.66,398169889,301184610
1216105.827,12.45,398169920,301184356
1216205.827,10.86,398169959,301184107
1216305.827,10.5,398169959,301184107
1216405.827,9.84,398170004,301183862
1216505.827,9.21,398170004,301183862
1216605.827,8.98,398170055,301183619
1216705.827,9.62,398170055,301183619
1216805.827,9.74,398170112,301183380
1216905.827,10.13,398170112,301183380
1217005.827,10.72,398170112,301183380
1217105.827,10.35,398170174,301183145
1217205.827,10.15,398170242,301182914
1217305.827,9.57,398170242,301182914
1217405.827,8.4,398170314,301182688
1217505.827,7.73,398170314,301182688
1217605.827,8.13,398170390,301182464
1217705.827,8.67,398170390,301182464
1217805.827,9.71,398170471,301182244
1217905.827,10.75,398170471,301182244
1218005.827,11.49,398170471,301182244
1218105.827,11.27,398170557,301182028
1218205.827,11.27,398170649,301181817
1218305.827,11.11,398170649,301181817
1218405.827,11.26,398170749,301181611
1218505.827,11.97,398170749,301181611
1218605.827,13.05,398170854,301181411
1218705.827,13.45,398170854,301181411
1218805.827,14.28,398170965,301181217
1218905.827,14.51,398170965,301181217
1219005.827,14.03,398170965,301181217
1219105.827,13.48,398171084,301181033
1219205.827,12.37,398171210,301180857
1219305.827,11.93,398171210,301180857
1219405.827,11.42,398171342,301180688
1219505.827,10.24,398171342,301180688
1219605.827,9.85,398171479,301180526
1219705.827,9.93,398171479,301180526
1219805.827,9.71,398171621,301180371
