timestamp(ms),GPS[0].Lat,GPS[0].Lng,ATT.Roll,AHR2.Yaw,GPS[0].Spd
86865.424,369374948,355633229,-0.019999999999999997,184.92,0.153525248169899
86965.424,369374948,355633229,-0.1,184.89,0.153525248169899
87065.424,369374949,355633228,-0.13,184.9,0.045177433639764786
87165.424,369374949,355633228,-0.09,184.89,0.045177433639764786
87265.424,369374949,355633228,-0.11,184.87,0.061057351529598236
87365.424,369374949,355633228,-0.16,184.89,0.061057351529598236
87465.424,369374949,355633228,-0.17,184.96,0.03195309266448021
87565.424,369374949,355633228,-0.09,184.96,0.03195309266448021
87665.424,369374950,355633229,0.09,184.98,0.14503103494644165
87765.424,369374950,355633229,0.06,185,0.14503103494644165
87865.424,369374951,355633228,-0.12,184.99,0.09334880858659744
87965.424,369374951,355633228,-0.15,184.99,0.09334880858659744
88065.424,369374950,355633227,-0.04,185.16,0.052239831537008286
88165.424,369374950,355633227,0.01,185.34,0.052239831537008286
88265.424,369374950,355633226,0.03,185.35,0.08987212926149368
88365.424,369374950,355633226,-0.02,185.28,0.08987212926149368
88465.424,369374950,355633227,-0.1,185.24,0.07247068732976913
88565.424,369374950,355633227,-0.11,185.3,0.07247068732976913
88665.424,369374949,355633228,0,185.46,0.10360019654035568
88765.424,369374949,355633228,0.08,185.43,0.10360019654035568
88865.424,369374947,355633228,-0.05999999999999999,185.17,0.18049931526184082
88965.424,369374947,355633228,-0.2,185.19,0.18049931526184082
89065.424,369374947,355633228,-0.2,185.45,0.18049931526184082
89165.424,369374946,355633227,-0.1,185.45,0.09178780764341354
89265.424,369374946,355633227,-0.05,185.4,0.09178780764341354
89365.424,369374946,355633227,-0.13,185.6,0.07500667124986649
89465.424,369374945,355633227,-0.14,185.74,0.031144823879003525
89565.424,369374945,355633227,-0.039999999999999994,185.56,0.031144823879003525
89665.424,369374945,355633226,-0.07,185.43,0.016124514862895012
89765.424,369374945,355633226,-0.21,185.46,0.016124514862895012
89865.424,369374944,355633226,-0.29,185.48,0.05092150717973709
89965.424,369374944,355633226,-0.15999999999999998,185.48,0.05092150717973709
90065.424,369374943,355633226,0.11,185.51,0.02906888537108898
