timestamp(ms),GPS[0].Lat,GPS[0].Lng,ATT.Roll,AHR2.Yaw,GPS[0].Spd
644747.079,NaN,NaN,-0.49,175.76,NaN
644847.079,369374092,355633878,-0.61,175.87,0.03679674118757248
644947.079,369374112,355633883,-0.69,175.9,0.02801785245537758
645047.079,369374112,355633883,-0.72,175.76,0.02801785245537758
645147.079,369374116,355633887,-0.85,175.74,0.03088689036667347
645247.079,369374116,355633887,-0.87,175.78,0.03088689036667347
645347.079,369374118,355633888,-0.57,175.8,0.14812156558036804
645447.079,369374118,355633888,-0.39,175.73,0.14812156558036804
645547.079,369374118,355633889,-0.46,175.76,0.03206244111061096
645647.079,369374118,355633889,-0.67,175.89,0.03206244111061096
645747.079,369374118,355633889,-0.68,175.69,0.03206244111061096
645847.079,369374118,355633890,-0.72,175.65,0.015811389312148094
645947.079,369374121,355633892,-0.8,175.73,0.10089598596096039
646047.079,369374121,355633892,-0.84,175.85,0.10089598596096039
646147.079,369374122,355633893,-0.81,175.83,0.005000000353902578
646247.079,369374122,355633893,-0.83,175.76,0.005000000353902578
646347.079,369374121,355633891,-0.9,175.77,0.03231098875403404
646447.079,369374121,355633891,-0.95,175.79,0.03231098875403404
646547.079,369374121,355633891,-0.97,175.81,0.03231098875403404
646647.079,369374121,355633892,-0.95,175.8,0.03492850065231323
646747.079,369374121,355633892,-0.8,175.75,0.03492850065231323
646847.079,369374121,355633892,-0.7,175.72,0.0022360680159181356
646947.079,369374140,355633891,-0.77,175.76,0.03999999910593033
647047.079,369374140,355633891,-0.85,175.88,0.03999999910593033
647147.079,369374139,355633890,-0.92,175.85,0.0655515119433403
647247.079,369374139,355633890,-0.95,175.76,0.0655515119433403
647347.079,369374139,355633889,-0.89,175.75,0.033837851136922836
647447.079,369374139,355633889,-0.83,175.84,0.033837851136922836
647547.079,369374138,355633888,-0.73,175.89,0.041773200035095215
647647.079,369374138,355633888,-0.67,175.92,0.041773200035095215
647747.079,369374138,355633888,-0.75,175.91,0.041773200035095215
647847.079,369374138,355633888,-0.81,175.85,0.01769180595874786
647947.079,369374139,355633890,-0.8,175.82,0.034669872373342514
648047.079,369374139,355633890,-0.75,175.8,0.034669872373342514
648147.079,369374139,355633891,-0.74,175.82,0.06350591033697128
648247.079,369374139,355633891,-0.79,175.73,0.06350591033697128
648347.079,369374139,355633890,-0.91,175.64,0.06780118495225906
648447.079,369374139,355633890,-0.96,175.57,0.06780118495225906
648547.079,369374140,355633890,-0.95,175.56,0.0570087768137455
648647.079,369374140,355633890,-0.85,175.54,0.0570087768137455
648747.079,369374140,355633890,-0.83,175.57,0.0570087768137455
648847.079,369374139,355633891,-0.87,175.66,0.0430464893579483
648947.079,369374135,355633896,-0.77,175.72,0.07184706628322601
649047.079,369374135,355633896,-0.83,175.55,0.07184706628322601
649147.079,369374135,355633896,-1.06,175.39,0.14255525171756744
649247.079,369374135,355633896,-1.17,175.44,0.14255525171756744
649347.079,369374134,355633896,-0.73,175.56,0.0470106415450573
649447.079,369374134,355633896,-0.6,175.64,0.0470106415450573
649547.079,369374135,355633896,-0.63,175.72,0.0573061965405941
649647.079,369374135,355633896,-0.73,175.76,0.0573061965405941
649747.079,369374135,355633896,-1.02,175.61,0.0573061965405941
649847.079,369374135,355633895,-1.15,175.59,0.061660364270210266
649947.079,369374138,355633888,-1.05,175.61,0.021095024421811104
650047.079,369374138,355633888,-1.03,175.5,0.021095024421811104
650147.079,369374137,355633886,-1.17,175.41,0.09651942551136017
650247.079,369374137,355633886,-1.28,175.52,0.09651942551136017
650347.079,369374135,355633887,-1.15,175.46,0.060166437178850174
650447.079,369374135,355633887,-1.04,175.34,0.060166437178850174
650547.079,369374135,355633887,-1.2,175.29,0.060166437178850174
650647.079,369374136,355633887,-1.47,175.22,0.05950630456209183
650747.079,369374136,355633887,-1.42,175.11,0.05950630456209183
650847.079,369374135,355633886,-1.46,175.08,0.15882694721221924
650947.079,369374141,355633887,-1.88,175.06,0.10885311663150787
651047.079,369374141,355633887,-1.74,174.95,0.10885311663150787
651147.079,369374139,355633882,-0.88,174.69,0.38152459263801575
651247.079,369374139,355633882,0.51,174.12,0.38152459263801575
651347.079,369374144,355633879,1.25,173.56,0.27679958939552307
651447.079,369374144,355633879,1.48,172.83,0.27679958939552307
651547.079,369374139,355633873,1.88,172.53,0.40003126859664917
651647.079,369374139,355633873,2.95,172.38,0.40003126859664917
651747.079,369374139,355633873,3.65,172.34,0.40003126859664917
651847.079,369374136,355633864,3.84,172.24,0.4000000059604645
651947.079,369374151,355633842,3.7,171.86,0.4567548632621765
652047.079,369374151,355633842,3.35,171.54,0.4567548632621765
652147.079,369374159,355633829,3.04,171.27,0.6584011316299438
652247.079,369374159,355633829,2.97,170.66,0.6584011316299438
652347.079,369374165,355633809,3.17,170.13,0.7183071374893188
652447.079,369374165,355633809,3.34,169.36,0.7183071374893188
652547.079,369374162,355633801,3.44,169.31,0.5645644664764404
652647.079,369374162,355633801,3.37,169.84,0.5645644664764404
652747.079,369374162,355633801,2.87,170.63,0.5645644664764404
652847.079,369374162,355633790,2.43,171.1,0.20780038833618164
652947.079,369374176,355633800,1.92,171.51,0.16676931083202362
653047.079,369374176,355633800,1.47,171.75,0.16676931083202362
653147.079,369374180,355633800,0.88,172.25,0.25102391839027405
653247.079,369374180,355633800,0.25,173.74,0.25102391839027405
653347.079,369374177,355633799,-0.030000000000000006,175.7,0.23584741353988647
653447.079,369374177,355633799,-0.35,176.78,0.23584741353988647
653547.079,369374179,355633801,-0.93,177.63,0.11729024350643157
653647.079,369374179,355633801,-1.84,178.84,0.11729024350643157
653747.079,369374179,355633801,-2,179.72,0.11729024350643157
653847.079,369374182,355633807,-1.53,179.87,0.2649698257446289
653947.079,369374176,355633813,-0.61,179.59,0.0598163865506649
654047.079,369374176,355633813,-0.32,178.76,0.0598163865506649
654147.079,369374175,355633811,-0.17,178.3,0.06906519085168839
654247.079,369374175,355633811,0.27,177.82,0.06906519085168839
654347.079,369374174,355633811,1,177.65,0.031144823879003525
654447.079,369374174,355633811,1.35,177.48,0.031144823879003525
654547.079,369374174,355633812,1.63,177.39,0.08170679956674576
654647.079,369374174,355633812,1.66,177.49,0.08170679956674576
654747.079,369374174,355633812,1.6,178.1,0.08170679956674576
654847.079,369374174,355633814,1.39,178.57,0.061983872205019
654947.079,369374178,355633815,0.63,179.06,0.049678973853588104
655047.079,369374178,355633815,0.51,179.2,0.049678973853588104
655147.079,369374181,355633814,0.51,178.91,0.006403124891221523
655247.079,369374181,355633814,0.2,178.6,0.006403124891221523
655347.079,369374182,355633814,-0.12,178.35,0.05614267662167549
655447.079,369374182,355633814,-0.26,178.14,0.05614267662167549
655547.079,369374182,355633813,-0.36,177.94,0.1385207623243332
655647.079,369374182,355633813,-0.4,177.82,0.1385207623243332
655747.079,369374182,355633813,-0.34,177.98,0.1385207623243332
655847.079,369374177,355633818,-0.32,178.1,0.023769730702042566
655947.079,369374180,355633811,-0.35,178.18,0.20649456977844238
656047.079,369374180,355633811,-0.39,178.17,0.20649456977844238
