timestamp(ms),GPS[0].Lat,GPS[0].Lng,ATT.Roll,AHR2.Yaw,GPS[0].Spd
501457.872,NaN,NaN,1.36,341.08,NaN
501557.872,398176263,301203458,1.28,341,0.05860034376382828
501657.872,398176263,301203458,1.72,341.08,0.05860034376382828
501757.872,398176269,301203454,1.65,341.25,0.6633317470550537
501857.872,398176269,301203454,0.3400000000000001,341.75,0.6633317470550537
501957.872,398176290,301203440,-0.15,342.26,1.9798245429992676
502057.872,398176290,301203440,-1.26,343.37,1.9798245429992676
502157.872,398176332,301203414,-0.29,344.24,3.2346649169921875
502257.872,398176332,301203414,0.24,345.86,3.2346649169921875
502357.872,398176395,301203376,0.6,347.25,4.364821434020996
502457.872,398176395,301203376,1.05,349.86,4.364821434020996
502557.872,398176476,301203332,0.69,351.96,5.449094295501709
502657.872,398176476,301203332,-0.46,355.76,5.449094295501709
502757.872,398176578,301203283,-0.52,358.43,6.566049098968506
502857.872,398176578,301203283,-0.07,0.8600000000000705,6.566049098968506
502957.872,398176698,301203233,0.12,3.74,7.455160140991211
503057.872,398176698,301203233,-0.43,5.05,7.455160140991211
503157.872,398176832,301203186,-0.42,6.21,8.01379680633545
503257.872,398176832,301203186,-0.17,6.43,8.01379680633545
503357.872,398176979,301203146,-0.57,5.83,8.674708366394043
503457.872,398176979,301203146,-1.34,4.75,8.674708366394043
503557.872,398177136,301203109,-3.8,2.33,9.055503845214844
503657.872,398177136,301203109,-5.24,0.6,9.055503845214844
503757.872,398177301,301203068,-3.59,358.58,9.594415664672852
503857.872,398177301,301203068,-0.17999999999999994,357.61,9.594415664672852
503957.872,398177474,301203025,0.30999999999999994,355.73,9.917201042175293
504057.872,398177474,301203025,-1.88,354.61,9.917201042175293
504157.872,398177654,301202980,-2.46,353.5,10.391240119934082
504257.872,398177654,301202980,-2.18,352.87,10.391240119934082
504357.872,398177840,301202931,-3.23,351.71,10.819165229797363
504457.872,398177840,301202931,-0.3799999999999999,351.33,10.819165229797363
504557.872,398178037,301202878,-0.07000000000000006,350.52,11.48670482635498
