timestamp(ms),GPS[0].Lat,GPS[0].Lng,ATT.Roll,AHR2.Yaw,GPS[0].Spd
327855.219,NaN,NaN,3.1,308.37,NaN
327955.219,398177891,301202347,3.09,308.4,0.02408318966627121
328055.219,398177891,301202347,3.09,308.49,0.02408318966627121
328155.219,398177891,301202348,3.11,308.57,0.041109610348939896
328255.219,398177891,301202348,3.11,308.66,0.041109610348939896
328355.219,398177892,301202350,3.1,308.7,0.03298484534025192
328455.219,398177892,301202350,3.12,308.77,0.03298484534025192
328555.219,398177892,301202350,3.13,308.85,0.03298484534025192
328655.219,398177892,301202351,3.13,308.96,0.02941088378429413
328755.219,398177892,301202351,3.12,308.99,0.02941088378429413
328855.219,398177892,301202351,3.13,309.04,0.02941088378429413
328955.219,398177892,301202353,3.13,309.11,0.00824621133506298
329055.219,398177892,301202353,3.13,309.22,0.00824621133506298
329155.219,398177893,301202354,3.11,309.24,0.03623534366488457
329255.219,398177893,301202354,3.08,309.26,0.03623534366488457
329355.219,398177893,301202355,3.09,309.31,0.02154066041111946
329455.219,398177893,301202355,3.09,309.37,0.02154066041111946
329555.219,398177893,301202355,3.11,309.45,0.02154066041111946
329655.219,398177893,301202357,3.13,309.51,0.032388269901275635
329755.219,398177893,301202357,3.13,309.55,0.032388269901275635
329855.219,398177893,301202357,3.13,309.62,0.032388269901275635
329955.219,398177894,301202359,3.14,309.68,0.034885529428720474
330055.219,398177894,301202359,3.11,309.75,0.034885529428720474
330155.219,398177894,301202361,3.11,309.77,0.0010000000474974513
330255.219,398177894,301202361,3.11,309.81,0.0010000000474974513
330355.219,398177895,301202362,3.11,309.87,0.0681542381644249
330455.219,398177895,301202362,3.13,309.97,0.0681542381644249
330555.219,398177895,301202363,3.13,310,0.029068883508443832
330655.219,398177895,301202363,3.09,310.04,0.029068883508443832
330755.219,398177895,301202362,3.08,310.07,0.04753946140408516
330855.219,398177895,301202360,3.08,310.12,0.027784889563918114
330955.219,398177895,301202360,3.08,310.16,0.027784889563918114
331055.219,398177896,301202358,3.09,310.24,0.027294687926769257
331155.219,398177896,301202358,3.11,310.28,0.027294687926769257
331255.219,398177897,301202357,3.11,310.34,0.023345237597823143
331355.219,398177897,301202357,3.11,310.38,0.023345237597823143
331455.219,398177897,301202357,3.12,310.43,0.023345237597823143
331555.219,398177897,301202357,3.11,310.45,0.020000001415610313
331655.219,398177898,301202356,3.08,310.49,0.014142136089503765
331755.219,398177898,301202356,3.11,310.54,0.014142136089503765
331855.219,398177898,301202355,3.1,310.6,0.015231546014547348
331955.219,398177898,301202355,3.1,310.64,0.015231546014547348
332055.219,398177898,301202355,3.12,310.68,0.015231546014547348
332155.219,398177899,301202353,3.14,310.72,0.016278821974992752
332255.219,398177899,301202353,3.13,310.8,0.016278821974992752
332355.219,398177899,301202353,3.12,310.83,0.018973667174577713
332455.219,398177899,301202353,3.13,310.83,0.018973667174577713
332555.219,398177899,301202353,3.14,310.87,0.026000000536441803
332655.219,398177899,301202353,3.16,310.96,0.026000000536441803
332755.219,398177899,301202352,3.17,311,0.03275667876005173
332855.219,398177899,301202352,3.17,311.01,0.01726267673075199
332955.219,398177899,301202352,3.17,311.03,0.01726267673075199
333055.219,398177899,301202352,3.16,311.08,0.01726267673075199
333155.219,398177899,301202352,3.17,311.12,0.02745906263589859
333255.219,398177899,301202352,3.16,311.16,0.02745906263589859
333355.219,398177900,301202351,3.15,311.18,0.029681645333766937
333455.219,398177900,301202351,3.19,311.23,0.029681645333766937
333555.219,398177901,301202351,3.18,311.27,0.013601470738649368
333655.219,398177901,301202351,3.18,311.3,0.013601470738649368
333755.219,398177902,301202353,3.17,311.32,0.03138471022248268
333855.219,398177903,301202355,3.19,311.35,0.01702938787639141
333955.219,398177903,301202355,3.21,311.38,0.01702938787639141
334055.219,398177903,301202355,3.15,311.41,0.01702938787639141
334155.219,398177905,301202356,3.13,311.4,0.02408318966627121
334255.219,398177906,301202357,3.16,311.42,0.025632012635469437
334355.219,398177906,301202357,3.18,311.48,0.025632012635469437
334455.219,398177906,301202357,3.16,311.53,0.025632012635469437
334555.219,398177906,301202357,3.14,311.51,0.009486833587288857
334655.219,398177906,301202357,3.14,311.49,0.009486833587288857
334755.219,398177906,301202357,3.12,311.53,0.009486833587288857
334855.219,398177907,301202357,3.17,311.58,0.012041594833135605
334955.219,398177907,301202357,3.18,311.61,0.012041594833135605
335055.219,398177908,301202358,3.12,311.62,0.014142136089503765
335155.219,398177908,301202358,3.14,311.62,0.014142136089503765
335255.219,398177908,301202358,3.17,311.67,0.009000000543892384
335355.219,398177908,301202358,3.18,311.73,0.009000000543892384
335455.219,398177908,301202358,3.17,311.74,0.009000000543892384
335555.219,398177908,301202358,3.16,311.74,0.03080584481358528
335655.219,398177909,301202359,3.18,311.77,0.013892443850636482
335755.219,398177909,301202359,3.2,311.81,0.013892443850636482
335855.219,398177909,301202360,3.2,311.84,0.019646884873509407
335955.219,398177909,301202360,3.18,311.83,0.019646884873509407
336055.219,398177910,301202361,3.17,311.84,0.00824621133506298
336155.219,398177910,301202361,3.19,311.87,0.00824621133506298
336255.219,398177910,301202361,3.19,311.91,0.00824621133506298
336355.219,398177910,301202361,3.17,311.91,0.030413813889026642
336455.219,398177910,301202361,3.17,311.9,0.030413813889026642
336555.219,398177910,301202361,3.17,311.92,0.025495098903775215
336655.219,398177910,301202361,3.19,311.97,0.025495098903775215
336755.219,398177910,301202361,3.18,311.99,0.025495098903775215
336855.219,398177911,301202361,3.17,311.97,0.00806225836277008
336955.219,398177911,301202361,3.15,311.98,0.00806225836277008
