timestamp(ms),GPS[0].Lat,GPS[0].Lng,ATT.Roll,AHR2.Yaw,GPS[0].Spd
31405.336,NaN,NaN,1.1,186.43,NaN
31505.336,369373169,355633108,0.98,186.39,0.10153324902057648
31605.336,369373169,355633108,0.92,186.4,0.10153324902057648
31705.336,369373168,355633107,1.01,186.47,0.10541822761297226
31805.336,369373168,355633107,1.07,186.58,0.10541822761297226
31905.336,369373167,355633107,1.16,186.64,0.0868331789970398
32005.336,369373167,355633107,1.27,186.69,0.0868331789970398
32105.336,369373168,355633106,1.29,186.74,0.0150332972407341
32205.336,369373168,355633106,1.25,186.79,0.0150332972407341
32305.336,369373171,355633108,1.17,186.84,0.014764823950827122
32405.336,369373171,355633108,1.32,186.76,0.014764823950827122
32505.336,369373175,355633111,1.32,186.78,0.05445181578397751
32605.336,369373175,355633111,1.22,186.87,0.05445181578397751
32705.336,369373169,355633108,1.15,186.91,0.09075792133808136
32805.335999999996,369373169,355633108,1.21,186.81,0.09075792133808136
32905.335999999996,369373166,355633108,1.26,186.82,0.04716990888118744
33005.335999999996,369373166,355633108,1.35,186.94,0.04716990888118744
33105.335999999996,369373166,355633107,1.44,186.98,0.08544588834047318
33205.335999999996,369373166,355633107,1.53,187.05,0.08544588834047318
33305.335999999996,369373166,355633107,1.52,187.07,0.044721364974975586
33405.335999999996,369373166,355633107,1.37,187.05,0.044721364974975586
33505.335999999996,369373175,355633109,1.29,187,0.0667308047413826
33605.335999999996,369373175,355633109,1.31,186.98,0.0667308047413826
33705.335999999996,369373176,355633109,1.46,187.1,0.07840918749570847
33805.335999999996,369373176,355633109,1.48,187.2,0.07840918749570847
33905.335999999996,369373175,355633110,1.41,187.16,0.11909659951925278
34005.335999999996,369373175,355633110,1.27,187.02,0.11909659951925278
34105.335999999996,369373174,355633110,1.26,187,0.05586591362953186
34205.335999999996,369373174,355633110,1.3,187.07,0.05586591362953186
34305.335999999996,369373174,355633110,1.43,187.13,0.05586591362953186
34405.335999999996,369373174,355633110,1.54,187.11,0.05586591362953186
34505.335999999996,369373175,355633110,1.64,187.12,0.011045361869037151
34605.335999999996,369373175,355633110,1.61,187.15,0.011045361869037151
34705.335999999996,369373176,355633111,1.46,187.12,0.10689247399568558
34805.335999999996,369373176,355633111,1.53,186.97,0.10689247399568558
34905.335999999996,369373176,355633111,1.45,186.93,0.08825531601905823
35005.335999999996,369373176,355633111,1.26,186.97,0.08825531601905823
35105.335999999996,369373178,355633111,1.27,186.97,0.04134005308151245
35205.335999999996,369373178,355633111,1.38,186.92,0.04134005308151245
35305.335999999996,369373178,355633111,1.73,186.9,0.06120457872748375
35405.335999999996,369373178,355633111,2.08,187.05,0.06120457872748375
35505.335999999996,369373179,355633111,1.96,187.16,0.02418677508831024
35605.335999999996,369373179,355633111,1.6,187.14,0.02418677508831024
35705.335999999996,369373180,355633111,1.04,186.73,0.09437160938978195
35805.335999999996,369373180,355633111,1.06,186.48,0.09437160938978195
35905.335999999996,369373180,355633111,1.19,186.57,0.02973213791847229
36005.335999999996,369373180,355633111,1.37,186.88,0.02973213791847229
36105.335999999996,369373181,355633111,1.48,186.9,0.0298328697681427
36205.335999999996,369373181,355633111,1.56,186.7,0.0298328697681427
36305.335999999996,369373181,355633111,1.37,186.58,0.04327816888689995
36405.335999999996,369373181,355633111,1.07,186.55,0.04327816888689995
36505.335999999996,369373185,355633111,1.03,186.58,0.035227831453084946
36605.335999999996,369373185,355633111,1.31,186.57,0.035227831453084946
36705.335999999996,369373186,355633111,1.53,186.66,0.0748131051659584
36805.335999999996,369373186,355633111,1.25,186.66,0.0748131051659584
36905.335999999996,369373186,355633111,1.04,186.51,0.07970571517944336
37005.335999999996,369373186,355633111,0.92,186.28,0.07970571517944336
37105.335999999996,369373185,355633112,0.99,186.28,0.02284732088446617
37205.335999999996,369373185,355633112,1.12,186.38,0.02284732088446617
37305.335999999996,369373186,355633112,1.18,186.55,0.03679674118757248
37405.335999999996,369373186,355633112,1.12,186.44,0.03679674118757248
37505.335999999996,369373193,355633116,1.13,186.3,0.05656854435801506
37605.335999999996,369373193,355633116,1.22,186.28,0.05656854435801506
37705.335999999996,369373192,355633116,1.34,186.42,0.02828427217900753
37805.335999999996,369373192,355633116,1.34,186.47,0.02828427217900753
37905.335999999996,369373194,355633116,1.36,186.35,0.06440497189760208
38005.335999999996,369373194,355633116,1.39,186.26,0.06440497189760208
38105.335999999996,369373193,355633116,1.29,186.3,0.008944272063672543
38205.335999999996,369373193,355633116,1.25,186.32,0.008944272063672543
38305.335999999996,369373192,355633117,1.37,186.27,0.0458911769092083
38405.335999999996,369373192,355633117,1.29,186.24,0.0458911769092083
38505.335999999996,369373195,355633118,1.14,186.22,0.05314132571220398
38605.335999999996,369373195,355633118,1.1,186.18,0.05314132571220398
38705.335999999996,369373195,355633118,1.09,186.12,0.07479305565357208
38805.335999999996,369373195,355633118,1.19,186.13,0.07479305565357208
38905.335999999996,369373196,355633119,1.36,186.18,0.05215362459421158
39005.335999999996,369373196,355633119,1.34,186.21,0.05215362459421158
39105.335999999996,369373195,355633119,1.13,186.16,0.10231813788414001
39205.335999999996,369373195,355633119,1.03,186.08,0.10231813788414001
39305.335999999996,369373193,355633118,1.12,186,0.1200166717171669
39405.335999999996,369373193,355633118,1.25,186.05,0.1200166717171669
39505.335999999996,369373197,355633117,1.41,186.17,0.018973667174577713
39605.335999999996,369373197,355633117,1.39,186.16,0.018973667174577713
39705.335999999996,369373197,355633117,1.1,186.02,0.03047950379550457
39805.335999999996,369373197,355633117,0.99,185.91,0.03047950379550457
39905.335999999996,369373196,355633117,1.1,185.9,0.06628725677728653
40005.335999999996,369373196,355633117,1.25,186.02,0.06628725677728653
40105.335999999996,369373197,355633117,1.29,186.08,0.03584689646959305
40205.335999999996,369373197,355633117,1.27,185.96,0.03584689646959305
40305.335999999996,369373198,355633117,1.16,185.9,0.05578530579805374
40405.335999999996,369373198,355633117,1.09,185.88,0.05578530579805374
40505.335999999996,369373200,355633120,1.23,185.91,0.07907591760158539
40605.335999999996,369373200,355633120,1.34,185.94,0.07907591760158539
40705.335999999996,369373200,355633120,1.25,185.91,0.11967038363218307
40805.335999999996,369373200,355633120,1.14,185.85,0.11967038363218307
40905.335999999996,369373199,355633120,1.17,185.77,0.05742821842432022
41005.335999999996,369373199,355633120,1.26,185.79,0.05742821842432022
41105.335999999996,369373201,355633120,1.22,185.83,0.019026298075914383
41205.335999999996,369373201,355633120,1.15,185.81,0.019026298075914383
41305.335999999996,369373201,355633120,1.16,185.72,0.06332456320524216
41405.335999999996,369373201,355633120,1.14,185.73,0.06332456320524216
41505.335999999996,369373204,355633122,0.98,185.73,0.02529822289943695
41605.335999999996,369373204,355633122,0.82,185.66,0.02529822289943695
41705.335999999996,369373204,355633123,0.92,185.5,0.11034492403268814
41805.335999999996,369373204,355633123,1.13,185.52,0.11034492403268814
41905.335999999996,369373202,355633123,1.19,185.72,0.038832977414131165
42005.335999999996,369373202,355633123,1.24,185.79,0.038832977414131165
42105.335999999996,369373202,355633122,1.24,185.65,0.1182708814740181
42205.335999999996,369373202,355633122,1.03,185.51,0.1182708814740181
42305.335999999996,369373201,355633123,0.93,185.47,0.053665630519390106
42405.335999999996,369373201,355633123,1.06,185.57,0.053665630519390106
42505.335999999996,369373204,355633122,1.25,185.58,0.05882176756858826
42605.335999999996,369373204,355633122,1.33,185.58,0.05882176756858826
42705.335999999996,369373206,355633123,1.17,185.56,0.06573431938886642
42805.335999999996,369373206,355633123,1.06,185.45,0.06573431938886642
42905.335999999996,369373207,355633123,1.08,185.44,0.013341664336621761
43005.335999999996,369373207,355633123,1.29,185.5,0.013341664336621761
43105.335999999996,369373206,355633123,1.41,185.6,0.0718679428100586
43205.335999999996,369373206,355633123,1.35,185.6,0.0718679428100586
43305.335999999996,369373207,355633124,1.07,185.45,0.07632169127464294
43405.335999999996,369373207,355633124,0.92,185.3,0.07632169127464294
43505.335999999996,369373205,355633122,0.97,185.3,0.0573149211704731
43605.335999999996,369373205,355633122,1.09,185.39,0.0573149211704731
43705.335999999996,369373206,355633122,1.35,185.53,0.06350591033697128
43805.335999999996,369373206,355633122,1.45,185.59,0.06350591033697128
43905.335999999996,369373205,355633123,1.34,185.53,0.06911584734916687
44005.335999999996,369373205,355633123,1.18,185.4,0.06911584734916687
44105.335999999996,369373205,355633122,1.02,185.29,0.028844410553574562
44205.335999999996,369373205,355633122,1.2,185.39,0.028844410553574562
44305.335999999996,369373206,355633123,1.47,185.48,0.11926861107349396
44405.335999999996,369373206,355633123,1.66,185.58,0.11926861107349396
44505.335999999996,369373207,355633120,1.53,185.56,0.03492850065231323
44605.335999999996,369373207,355633120,1.29,185.44,0.03492850065231323
44705.335999999996,369373208,355633120,1.05,185.26,0.0305941179394722
44805.335999999996,369373208,355633120,1.1,185.3,0.0305941179394722
44905.335999999996,369373208,355633120,1.28,185.4,0.20591260492801666
45005.335999999996,369373208,355633120,1.41,185.5,0.20591260492801666
45105.335999999996,369373207,355633120,1.3,185.46,0.16519686579704285
45205.335999999996,369373207,355633120,1.06,185.26,0.16519686579704285
45305.335999999996,369373207,355633121,0.98,185.19,0.06216912716627121
45405.335999999996,369373207,355633121,1.07,185.25,0.06216912716627121
45505.335999999996,369373206,355633123,1.2,185.32,0.054037027060985565
45605.335999999996,369373206,355633123,1.28,185.35,0.054037027060985565
45705.335999999996,369373206,355633124,1.22,185.27,0.04860041290521622
45805.335999999996,369373206,355633124,1.18,185.19,0.04860041290521622
45905.335999999996,369373206,355633124,1.2,185.16,0.05597320944070816
46005.335999999996,369373206,355633124,1.22,185.21,0.05597320944070816
46105.335999999996,369373205,355633123,1.24,185.21,0.06000833585858345
46205.335999999996,369373205,355633123,1.24,185.13,0.06000833585858345
46305.335999999996,369373206,355633123,1.2,185.11,0.08062257617712021
46405.335999999996,369373206,355633123,1.2,185.12,0.08062257617712021
46505.335999999996,369373204,355633122,1.2,185.14,0.06400000303983688
46605.335999999996,369373204,355633122,1.2,185.12,0.06400000303983688
46705.335999999996,369373204,355633122,1.19,185.08,0.038832977414131165
46805.335999999996,369373204,355633122,1.13,185.07,0.038832977414131165
46905.335999999996,369373206,355633122,1.11,185.04,0.030675724148750305
47005.335999999996,369373206,355633122,1.19,185.02,0.030675724148750305
